"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
28852,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","Verification error tracing constructor that takes arguments","2003-01-07 15:35:37"
354403,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","[insight] null world when resolving type","2011-08-12 19:11:58"
465604,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Pointcut not applied","2015-08-10 15:00:17"
171953,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Code that calls introduced generic methods sometimes leads to compilation errors","2007-10-10 10:21:45"
118149,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","AspectJ compiler crahses possibly due to poincut context binding issue","2012-04-03 14:24:15"
376139,"AspectJ","IDE","aspectj-inbox","RESOLVED","FIXED","AspectJ throws Nullpointer after its IDE plugin update","2012-04-05 19:14:25"
218171,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Using declare @method or declare @constructor crashes AspectJ compiler in certain circumstances","2008-02-11 10:11:12"
97408,"AspectJ","Ant","wes","RESOLVED","FIXED","build script generates a corrupted loadtime5.jar","2005-05-31 06:43:49"
475152,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","infinite loop during build time weaving when more than 2 aspects in hierarchy at org.aspectj.weaver.bcel.BcelAdvice.canInline","2015-09-02 12:50:59"
269867,"AspectJ","Runtime","aspectj-inbox","RESOLVED","FIXED","Non synchronized access to WeakHashMap causes infinite loop","2016-06-30 10:03:06"
28919,"AspectJ","Compiler","eh-ajdev","RESOLVED","FIXED","waever tries to weave into native methods ...","2003-01-14 15:06:20"
149305,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[@AspectJ] Source file ordering dependency in @AspectJ aspects inheritance","2006-07-19 09:48:48"
351592,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Internal compiler error when defining a sub-aspect with generics","2011-07-11 16:20:22"
117681,"AspectJ","Compiler","aclement","RESOLVED","FIXED","VerifyError when using annotations to define inter-type annotation","2005-11-24 04:03:22"
123212,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Skip subversion resources when copying files from input to output folders","2006-02-10 05:45:28"
67505,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","-Xmx256M not implemented?","2004-10-21 04:32:04"
227540,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Nullpointer Exception: AjProblemReporter.abstractMethodMustBeImplemented(AjProblemReporter.java:235)","2008-06-25 20:16:56"
271840,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Load-Time weaving deadlocks when used with Terracotta","2009-06-19 12:25:30"
443477,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","AspectJ Compiler produces ByteCode which is considered invalid by JDK 1.7.0_67 (""java.lang.VerifyError: Bad <init> method call from after the start of a try block"")","2014-10-21 13:35:31"
109728,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Unable to build a good version of shadows with -1.4 or -1.5","2007-04-28 02:22:24"
28807,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","incremental compilation always fails with NullPointerException in 1.1 beta 2","2003-01-14 17:07:53"
118599,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Ambiguous method error when weaving in binary aspects","2005-12-01 10:15:08"
158412,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","@Pointcut in declare error results in NPE","2007-07-29 09:20:56"
464749,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Top-level class ""Play"" in aspectjtools.jar and aspectjweaver.jar conflicts with Play sbt plugin","2015-04-20 12:24:09"
134383,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Error every second save when certain pointcut syntax is used","2006-05-18 06:25:46"
230817,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","LazyMethodGen.remap() NullPointerException","2008-05-07 11:31:56"
133298,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Method/ctor targetted for multiple annotations via declare @ only gets one of them.","2006-03-28 08:53:25"
259533,"AspectJ","Build","aspectj-inbox","RESOLVED","FIXED","[incremental] class with an ITD causes too many full builds","2009-01-29 16:57:49"
88652,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","an array type as the last parameter in a signature does not match on the varargs declared method","2005-03-24 11:42:21"
277616,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Inspection/Evaluation problem within an advised method","2009-06-11 14:47:15"
228980,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","parameter annotation matching - failing cases","2008-04-26 14:39:49"
251070,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","I often get this error when i do maven.install","2009-01-31 20:01:24"
108816,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","AspectJ 1.5.0 Development Compiler Chokes on Advice with Cflow","2005-09-08 16:27:28"
169428,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","No error is issued for using @DeclareParents inside a non-@Aspect class","2007-11-07 04:56:44"
322622,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","An error occurs when building workspace; Bug in relation with aspectJ weaving process.","2011-04-28 11:54:45"
108437,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Problem matching pointcut when vararg is a type parameter","2005-09-06 04:05:38"
168063,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","ITD fields on interfaces end up transient","2007-10-10 10:21:51"
202088,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[ataspectj] @AspectJ does not allow abstract pointcut with context","2007-11-07 06:03:20"
64262,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","ClassCastException at BcelRenderer.java:169","2004-10-21 04:31:29"
101983,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Allow separate output folders for separate source folders","2006-06-21 03:05:36"
29201,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","'new' pointcut processing with presence of interfaces skips instance initializers","2003-01-14 13:26:19"
246264,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[plan][annotations] VerifyError - annotation value binding when doubly annotated method-execution join point","2008-09-04 15:07:39"
148285,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[plan] [incremental] Exception when moving an aspect to it own source file...","2012-04-03 14:19:07"
284297,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Bad generics signature generated","2012-02-16 11:30:59"
328099,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","AspectJ LTW should honor the ProtectionDomain","2011-05-02 14:43:28"
196658,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Full build every time (""not going to be incremental because path change detected"")","2008-03-12 01:34:41"
222437,"AspectJ","Compiler","AJDT-inbox","RESOLVED","FIXED","MANIFEST.MF copying is not always reliable","2008-03-12 14:08:58"
164633,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Program throws java.lang.IncompatibleClassChangeError","2007-07-29 09:21:08"
325166,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","ConcurrentModificationException on Dump.dumpOnExit()","2010-10-25 12:22:34"
28895,"AspectJ","Docs","eh-ajdev","RESOLVED","FIXED","NullPointerException using execution(new(..)) in pointcut","2003-01-14 16:01:57"
269076,"AspectJ","Build","aspectj-inbox","RESOLVED","FIXED","[handles] Parameterized arguments in methods","2009-03-27 12:32:21"
354405,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","[insight] unusual groovy constructors trip up weaving of perthis","2011-08-12 19:09:28"
220686,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","unsynchronized access to WeakHashMap","2012-04-03 15:59:24"
406167,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Weaving failure with complex generic type","2015-04-13 10:45:43"
172107,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Problem with set pointcut and inherited fields","2012-04-03 15:59:17"
339300,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","problem weaving anonymous inner (member owned) classes in scala library","2011-03-21 18:55:12"
120826,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Varargs causes a NullPointerException","2005-12-14 08:36:42"
50045,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","ITD in inner class shadowing (already fixed in HEAD)","2004-03-19 09:54:13"
112602,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","ClassCastException with generic wildcard","2005-10-20 10:31:05"
60441,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","Compile Fails due to IllegalArgumentException ""negative line: -1""","2004-05-13 05:22:42"
123695,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Internal nullptr exception with complex declare annotation statement that affects injected methods","2006-01-17 11:53:51"
462821,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Bytecode dump weaving annotation based aspect on Java 8 using asjectjtools >1.8.2","2015-03-27 19:12:18"
108903,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","super call in ITD not finding correct super class","2005-09-12 06:05:54"
133532,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Incremental compilation and incorrect ITD errors","2012-04-03 15:57:35"
229910,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","around advice on field-set join point causes verify error","2008-08-22 16:15:38"
42739,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","Compiler crash in ajc head (post 1.1.1 rc1)","2004-03-19 09:51:33"
186322,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","[plan] [ltw] NoSuchFieldError with cflow and aop.xml concretized aspect","2008-12-09 15:56:41"
148737,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","IllegalStateException for non-generic type","2006-07-05 05:48:27"
79554,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Return in try-block disables catch-block if final-block is present","2005-01-11 10:35:33"
29876,"AspectJ","IDE","mik.kersten","RESOLVED","FIXED","Compile error","2003-08-28 08:03:20"
322832,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","early field resolution leading to problems for ITDs when declare parents in use","2010-08-16 15:59:22"
168795,"AspectJ","AJDoc","aspectj-inbox","RESOLVED","FIXED","ajdoc ant task not available anymore","2012-04-03 15:32:08"
333572,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","NegativeArraySizeException","2011-02-21 00:23:01"
29693,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","Use of within with declare soft yeilds VerifyError 1.1b4","2003-01-21 13:45:14"
126316,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Invalid method signature: Pjava/lang/Enum<Ljava/lang/Object;>;","2006-02-06 14:28:13"
349149,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","CDI Weld and AspectJ - org.jboss.weld.exceptions.UnproxyableResolutionException","2011-06-13 14:22:34"
445968,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","AbstractIndexedFileCacheBacking#createIndexEntry creates wrong index entry for ignored entries","2014-10-07 20:00:47"
167147,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","java.lang.ClassCastException at EclipseResolvedMember.java:98","2007-10-10 10:21:48"
143903,"AspectJ","Ant","aspectj-inbox","RESOLVED","FIXED","iajc fails as drop-in replacement for javac","2006-08-03 13:17:02"
224968,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","NPE at TypeVariableBinding.constantPoolName()","2008-06-12 18:37:31"
160674,"AspectJ","Compiler","aclement","RESOLVED","FIXED","SAP app server classloader configuration prevents bcel classloaderrepository caching","2006-10-13 02:53:42"
475200,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","AJC creates class files that cause ClassFormatError exceptions when using around advice on default methods in an interface","2015-11-19 11:44:32"
137235,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","AJC can't resolve non-jar classpath entries","2012-04-03 16:09:29"
233838,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Inter-type declarations considered ""ambiguous"" despite precedence","2008-05-27 12:50:54"
29113,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","array initialization; ajc throws NullPointerException","2003-01-07 18:17:25"
113445,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","java.lang.ClassCastException","2005-10-24 12:58:51"
197719,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Multiple Package class hierarchy causes exceptions","2008-06-11 15:40:46"
36262,"AspectJ","IDE","mik.kersten","RESOLVED","FIXED","Sun One Studio Plugin Failed while compiling","2003-08-28 08:03:31"
245734,"AspectJ","Compiler","AJDT-inbox","RESOLVED","FIXED","AJDT throws a RuntimeException from EclipseResolvedMember.getAnnotations","2008-09-24 12:01:44"
318884,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","AJDT incremental compile does not update errors in Java files correctly","2010-07-19 18:40:38"
108050,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Execution not matching override in doubly derived method","2005-08-26 07:50:57"
84290,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Runtime retention not recognized; inhibts use of annotation binding","2005-02-09 05:58:02"
269522,"AspectJ","Build","AJDT-inbox","RESOLVED","FIXED","[handles] Cross reference view and markers mix up joinpoints assigned to advice","2009-03-26 20:30:27"
61572,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","ITDs on inner classes should be static contexts","2004-10-21 04:33:02"
221558,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[Generics] ITD on generic classes via marker interface fails when implementing abstract method","2008-03-05 18:31:29"
245029,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","FileNotFound in org.aspectj.ajdt.internal.core.builder.AjBuildManager$4.writeDirectoryEntry","2009-06-04 14:46:25"
464604,"AspectJ","AJDoc","aspectj-inbox","RESOLVED","FIXED","ajdoc fails when run with JDK 7","2015-09-08 11:06:52"
117854,"AspectJ","Compiler","aclement","RESOLVED","FIXED","LTW with Hibernate/CGLIB/ASM","2005-12-12 14:20:46"
461323,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","ClassFormatError ""invalid modifier 0x8"" when trying to make a default method @Loggable","2016-01-05 20:00:29"
83807,"AspectJ","Compiler","avasseur","RESOLVED","FIXED","@AJ around inlining","2005-05-17 04:58:47"
102746,"AspectJ","Compiler","disabled","RESOLVED","FIXED","Ant Task Causing Compiler Error Redirection to -d","2012-04-03 16:08:37"
155396,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[probably 3.2 compiler]False duplicate case statement","2008-01-22 12:33:59"
203408,"AspectJ","IDE","aspectj-inbox","RESOLVED","FIXED","Null pointer exception","2008-03-19 01:38:23"
214994,"AspectJ","Compiler","AJDT-inbox","RESOLVED","FIXED","ArrayIndexOutOfBoundsException","2008-03-24 15:48:40"
332388,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","ajc failure when classpath is missing generic type parameter","2010-12-14 18:57:08"
29684,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","Incremental: Commenting out conflict yeilds NullPointerException","2003-01-21 19:52:19"
363979,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","MissingImplementationException when an annotation exists with child annotations.","2011-11-22 17:06:56"
97084,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Error in last AJDT for 3.1M6: another project's output in aspectpath","2005-06-03 11:40:44"
137496,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","pointcut not recognized when using generics in interface method","2006-05-05 06:00:58"
121616,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","[@AspectJ]Lacking import for JoinPoint crahes the compiler","2006-03-10 11:16:25"
85097,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Nullpointer exception","2005-04-12 06:09:36"
223226,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[Generics + ITD] ClassFormatError: Duplicate method name&signature in class file ...","2008-06-11 16:54:45"
319114,"AspectJ","Runtime","aspectj-inbox","RESOLVED","FIXED","Concurrent access to non-thread safe WeakHashMap in org.aspectj.weaver.Dump causes infinite loops","2010-10-25 11:15:50"
70619,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","compiler aborts with ""conflicting dominates orders"" with circular declare precedences","2004-10-21 04:33:00"
82389,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","ArrayIndexOutOfBoundsException if empty file","2006-03-10 10:54:16"
220430,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","mixup in retrieving the right class in Java15AnnotationFinder","2008-03-19 01:19:09"
112529,"AspectJ","IDE","aclement","RESOLVED","FIXED","NullPointerException during build from Eclipse 3.1","2006-01-06 12:11:41"
353349,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","NPE in deleteNewAndDup","2011-08-12 19:18:33"
148908,"AspectJ","Compiler","hlhawkins","RESOLVED","FIXED","incorrect source signature for field ipe with qualified allocation expression","2012-04-03 15:50:30"
108902,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Type mismatch: cannot convert from Collection to Collection","2005-09-08 09:41:14"
259649,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[incremental] better incremental analysis","2009-01-06 12:23:03"
277959,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","VerifyError ""Stack size too large"" thrown when advising method which invokes a static method","2009-05-27 20:17:28"
164288,"AspectJ","IDE","aspectj-inbox","RESOLVED","FIXED","Can no longer compile JDK 1.5 projects with apsectj for JDeveloper","2012-04-03 15:28:19"
288049,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Declare @method fails on subclasses with ""method does not exist"" error","2009-09-08 16:55:54"
65319,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","ajc crashes when compiling the following program (binding this() and target())","2004-10-21 04:31:59"
296734,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","memory issues with the latest AspectJ enhancements","2009-12-10 15:00:17"
128128,"AspectJ","Ant","aspectj-inbox","RESOLVED","FIXED","iajc doesn't fail Ant build when compile errors occur.","2006-02-17 14:45:06"
333469,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","IllegalStateException when extending generic-derived class in an aspect","2011-01-07 20:21:19"
29691,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","Static inner aspects cannot reference user defined pointcuts","2003-01-21 13:33:30"
348979,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","world type map fixed/expendable problems","2011-06-13 14:23:35"
102210,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","NullPointerException trying to compile","2012-04-03 15:53:17"
130722,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","poincut references in percflow instantiation model aspects can not be resolved","2006-05-17 01:37:17"
29105,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","Intertype declaration exceptions are not checked at compile time","2003-01-07 16:39:38"
197472,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Runtime exception happened when  a file is saved and automatica build of aspectJ file is compiled","2008-03-14 15:29:01"
62227,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Load Time Weaving aborts on any kind of warning (declare/xlint)","2004-05-18 15:46:59"
292069,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","performance poor for call() && this()","2009-11-17 13:56:55"
413378,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","A constructor added by ITD cannot invoke the method of its super class","2013-07-23 13:52:30"
136026,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","cflow VerifyError","2006-05-12 08:36:35"
118715,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Load Time Weaving wipes out Xlint files if no Xlint values","2012-04-03 16:01:32"
124808,"AspectJ","Compiler","aclement","RESOLVED","FIXED","[generics] detecting field-get of field of parameterized type.","2006-01-24 06:14:27"
173475,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","SourceTypeBinding.java:873 -- NullPointerException thrown: null","2008-03-14 15:46:02"
488216,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Load-time weaver looses class changes of preceding -javaagent","2016-03-09 11:03:24"
288712,"AspectJ","Runtime","aspectj-inbox","RESOLVED","FIXED","java.lang.VerifyError with @AspectJ: Incompatible argument to function","2009-09-08 14:44:12"
134063,"AspectJ","AJDoc","aspectj-inbox","RESOLVED","FIXED","ajdoc is broken","2012-04-03 15:48:08"
260506,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Bad weaver state exception","2009-01-12 21:19:44"
30612,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","AbstractMethodError when runing JRE1.4 on sources compiled with AspecJ","2003-02-26 13:28:18"
67774,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Nullpointer-exception in pointcuts using withincode() clause","2004-10-21 04:32:23"
148738,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","NullPointerException in ResolvedType","2006-07-05 05:50:03"
398246,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","generated if pointcut names are sensitive to positioning in the source file","2013-01-25 20:43:08"
29934,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","runtime NullPointerException when applying around advice to other around advice","2003-03-11 19:49:11"
205949,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Unattended install of aspectj builds on the Mac fails","2008-01-22 15:37:36"
64528,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Nullpointer-Exception when defining a withincode() pointcut","2004-10-21 04:31:26"
322282,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","overriding incorrectly happening for declare annotation","2010-08-10 19:49:05"
83626,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","@AJ","2012-04-03 16:05:53"
78021,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Injecting exception into while loop with break statement causes catch block to be ignored","2005-01-11 10:34:57"
113630,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","IncompatibleClassChangeError - AspectJ5 syntax - mixins","2005-10-28 05:52:55"
363962,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","NPE got when dealing with Bootstrap classloaded classes","2012-04-03 16:17:45"
423257,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","LTW - java.lang.VerifyError: Bad return type with generics and local variables","2013-12-06 16:53:01"
256069,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Nullpointer exception thrown when trying to save Aspect with error in it","2009-01-06 19:11:15"
29114,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","ajc thinks an array intertype declaration is not an array","2003-01-07 18:17:59"
223094,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","ITD fails when using LTW","2008-03-18 22:41:17"
104810,"AspectJ","Compiler","avasseur","RESOLVED","FIXED","should advice calls be matched by call pointcuts in annotation style (and similar scenarios)","2010-01-12 20:00:35"
159983,"AspectJ","Compiler","aclement","RESOLVED","FIXED","[generics] erasure calculation for generic inner classes doesn't work","2006-10-12 12:38:16"
318899,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","NPE with @args matching Argument by Type","2010-09-01 00:19:38"
473555,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","File descriptors leak in ExtensibleURLClassLoader","2015-08-05 15:34:33"
94243,"AspectJ","Compiler","avasseur","RESOLVED","FIXED","AJC compiled @AJ aspect + LTW - issue with -Xreweavable / weaver doing compilation only but flagging as weaved","2005-05-30 05:28:38"
164384,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","I don't seem to be able to use LTW with JDK 6","2006-11-20 10:40:26"
50570,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","CatchClauseSignature has broken operation","2004-01-27 20:21:34"
194429,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Error message for BindingTypePattern provides no context","2008-08-21 14:12:17"
354022,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","constructor inlining can fail for some groovy built code","2011-08-05 12:27:39"
289818,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Unclosed stream in org.aspectj.weaver.bcel.ExtensibleURLClassLoader","2012-04-03 16:10:57"
404600,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Unhandled RuntimeException","2013-04-02 15:30:30"
124399,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","AJDT AspectJ Internal Compiler Error","2006-03-10 11:29:01"
243376,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[incremental] Incremental compilation in a scenario with a large number of projects","2012-04-03 15:50:49"
315398,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Verify Error","2011-04-28 14:07:00"
46671,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","ajc throws NullPointerException when parsing pointcut specification.","2004-03-19 09:53:00"
82130,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","newsgroup report: BCE Exception:illegal change to pointcut declaration","2005-10-21 03:04:57"
109124,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","VerifyError with inner classes","2005-09-09 07:24:14"
171952,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","introduction of generic methods on interfaces leads to compilation errors","2007-10-10 10:22:10"
261380,"AspectJ","Build","aspectj-inbox","RESOLVED","FIXED","[model] Advice on Recursive constructor call leads to incorrectly placed relationship","2009-01-20 19:13:28"
338260,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Internal compiler error - String index out of range: -14","2011-02-25 15:06:12"
55134,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Incremental compilation does not delete weaver-generated class files","2004-03-18 09:40:35"
90388,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","BCException incremental change from broken parent to List","2005-06-03 11:34:46"
209019,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[ltw] Various problems with around advice, ltw and xml concretized aspects","2007-11-08 11:31:24"
279888,"AspectJ","Build","aspectj-inbox","RESOLVED","FIXED","Certain Maven artifacts do not come with sources","2009-06-18 14:09:02"
380822,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","update wizard install location to 1.7 from 1.6","2012-05-28 11:59:16"
68603,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","anomalous treatment of null when binding values","2007-02-08 14:12:24"
99125,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Repetitive method name/signature in class file","2005-09-02 13:13:32"
120739,"AspectJ","Compiler","matthew_webster","RESOLVED","FIXED","LTW Optimization: Disable World if it has No Aspects","2012-04-03 14:17:43"
76030,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Optimize cflow performance","2004-10-21 04:31:35"
129282,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Javac warnings do not take into concern, aspectj extensions","2006-06-01 02:58:55"
83849,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","""Can't match on an unresolved annotation type pattern""","2005-02-02 18:21:09"
112514,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","ajc compile crash, not giving information which class file cause it","2005-10-28 10:12:54"
138540,"AspectJ","Ant","aspectj-inbox","RESOLVED","FIXED","Patch to add support for -Xset: options","2012-04-03 14:14:20"
191435,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Internal Compiler Error","2008-03-14 15:44:49"
353100,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Need to demote ""warning ignoring duplicate definition"" from warning to debug","2011-07-26 11:53:07"
